,Location1,Location,WindGustDir1,WindGustDir,WindDir9am1,WindDir9am,WindDir3pm1,WindDir3pm
849,2,Albury,12,SW,2,ESE,7,NW
851,2,Albury,4,NE,16,,8,S
852,2,Albury,14,WNW,16,,11,SSW
856,2,Albury,11,SSW,16,,10,SSE
860,2,Albury,7,NW,16,,7,NW
862,2,Albury,15,WSW,11,SSW,4,NE
868,2,Albury,0,E,0,E,1,ENE
869,2,Albury,8,S,16,,10,SSE
873,2,Albury,14,WNW,5,NNE,14,WNW
877,2,Albury,13,W,4,NE,15,WSW
879,2,Albury,10,SSE,15,WSW,16,
883,2,Albury,3,N,6,NNW,10,SSE
884,2,Albury,7,NW,1,ENE,7,NW
888,2,Albury,12,SW,8,S,7,NW
890,2,Albury,15,WSW,13,W,11,SSW
895,2,Albury,10,SSE,5,NNE,10,SSE
896,2,Albury,8,S,0,E,8,S
900,2,Albury,7,NW,16,,5,NNE
905,2,Albury,14,WNW,4,NE,8,S
907,2,Albury,4,NE,4,NE,6,NNW
908,2,Albury,5,NNE,16,,16,
914,2,Albury,9,SE,2,ESE,8,S
915,2,Albury,13,W,3,N,7,NW
917,2,Albury,7,NW,7,NW,6,NNW
925,2,Albury,12,SW,8,S,1,ENE
928,2,Albury,13,W,9,SE,10,SSE
929,2,Albury,14,WNW,13,W,3,N
930,2,Albury,15,WSW,7,NW,16,
932,2,Albury,9,SE,7,NW,8,S
938,2,Albury,6,NNW,16,,7,NW
940,2,Albury,0,E,7,NW,2,ESE
941,2,Albury,9,SE,14,WNW,10,SSE
942,2,Albury,0,E,5,NNE,1,ENE
943,2,Albury,4,NE,16,,5,NNE
946,2,Albury,5,NNE,2,ESE,3,N
947,2,Albury,2,ESE,9,SE,5,NNE
948,2,Albury,15,WSW,9,SE,2,ESE
949,2,Albury,14,WNW,14,WNW,11,SSW
950,2,Albury,15,WSW,8,S,13,W
952,2,Albury,14,WNW,3,N,13,W
954,2,Albury,12,SW,10,SSE,13,W
956,2,Albury,10,SSE,16,,6,NNW
957,2,Albury,1,ENE,9,SE,2,ESE
963,2,Albury,12,SW,2,ESE,12,SW
964,2,Albury,15,WSW,5,NNE,7,NW
965,2,Albury,8,S,0,E,5,NNE
966,2,Albury,1,ENE,2,ESE,9,SE
967,2,Albury,3,N,10,SSE,3,N
972,2,Albury,14,WNW,16,,6,NNW
973,2,Albury,14,WNW,9,SE,15,WSW
977,2,Albury,1,ENE,1,ENE,0,E
978,2,Albury,3,N,16,,5,NNE
982,2,Albury,8,S,13,W,15,WSW
983,2,Albury,16,,13,W,15,WSW
986,2,Albury,16,,16,,6,NNW
987,2,Albury,13,W,2,ESE,15,WSW
992,2,Albury,14,WNW,9,SE,4,NE
995,2,Albury,1,ENE,0,E,3,N
997,2,Albury,9,SE,2,ESE,7,NW
998,2,Albury,10,SSE,8,S,0,E
999,2,Albury,1,ENE,2,ESE,5,NNE
1000,2,Albury,1,ENE,2,ESE,4,NE
1001,2,Albury,14,WNW,2,ESE,1,ENE
1004,2,Albury,1,ENE,9,SE,12,SW
1005,2,Albury,10,SSE,8,S,8,S
1006,2,Albury,15,WSW,10,SSE,0,E
1007,2,Albury,11,SSW,2,ESE,8,S
1009,2,Albury,12,SW,8,S,8,S
1013,2,Albury,16,,6,NNW,13,W
1016,2,Albury,5,NNE,2,ESE,5,NNE
1017,2,Albury,4,NE,2,ESE,4,NE
1020,2,Albury,13,W,8,S,2,ESE
1021,2,Albury,6,NNW,9,SE,14,WNW
1022,2,Albury,15,WSW,10,SSE,10,SSE
1024,2,Albury,15,WSW,1,ENE,8,S
1025,2,Albury,1,ENE,12,SW,8,S
1026,2,Albury,4,NE,10,SSE,14,WNW
1027,2,Albury,13,W,6,NNW,12,SW
1030,2,Albury,0,E,9,SE,1,ENE
1034,2,Albury,12,SW,9,SE,13,W
1035,2,Albury,15,WSW,2,ESE,14,WNW
1037,2,Albury,12,SW,12,SW,14,WNW
1038,2,Albury,12,SW,2,ESE,2,ESE
1040,2,Albury,7,NW,2,ESE,6,NNW
1041,2,Albury,0,E,1,ENE,0,E
1043,2,Albury,14,WNW,10,SSE,6,NNW
1045,2,Albury,1,ENE,2,ESE,3,N
1049,2,Albury,14,WNW,10,SSE,13,W
1050,2,Albury,15,WSW,10,SSE,11,SSW
1051,2,Albury,8,S,10,SSE,10,SSE
1056,2,Albury,3,N,8,S,6,NNW
1058,2,Albury,16,,9,SE,16,
1059,2,Albury,16,,10,SSE,16,
1060,2,Albury,16,,4,NE,16,
1061,2,Albury,16,,13,W,16,
1062,2,Albury,5,NNE,0,E,7,NW
1063,2,Albury,13,W,0,E,3,N
1064,2,Albury,15,WSW,14,WNW,14,WNW
1066,2,Albury,9,SE,9,SE,7,NW
1067,2,Albury,13,W,5,NNE,14,WNW
1069,2,Albury,2,ESE,9,SE,9,SE
1070,2,Albury,7,NW,0,E,8,S
1071,2,Albury,13,W,5,NNE,11,SSW
1072,2,Albury,10,SSE,2,ESE,4,NE
1078,2,Albury,8,S,10,SSE,9,SE
1080,2,Albury,9,SE,2,ESE,1,ENE
1081,2,Albury,9,SE,10,SSE,3,N
1083,2,Albury,5,NNE,3,N,14,WNW
1085,2,Albury,1,ENE,9,SE,0,E
1089,2,Albury,12,SW,9,SE,3,N
1090,2,Albury,9,SE,4,NE,12,SW
1091,2,Albury,12,SW,10,SSE,1,ENE
1096,2,Albury,11,SSW,10,SSE,11,SSW
1098,2,Albury,7,NW,9,SE,13,W
1100,2,Albury,13,W,9,SE,12,SW
1101,2,Albury,10,SSE,9,SE,11,SSW
1102,2,Albury,5,NNE,1,ENE,4,NE
1103,2,Albury,6,NNW,5,NNE,15,WSW
1105,2,Albury,7,NW,13,W,13,W
1107,2,Albury,8,S,2,ESE,3,N
1110,2,Albury,5,NNE,9,SE,10,SSE
1111,2,Albury,1,ENE,1,ENE,4,NE
1112,2,Albury,6,NNW,4,NE,1,ENE
1114,2,Albury,15,WSW,9,SE,7,NW
1116,2,Albury,1,ENE,9,SE,8,S
1118,2,Albury,3,N,9,SE,9,SE
1119,2,Albury,3,N,10,SSE,15,WSW
1120,2,Albury,1,ENE,10,SSE,2,ESE
1121,2,Albury,0,E,9,SE,15,WSW
1122,2,Albury,5,NNE,9,SE,0,E
1124,2,Albury,1,ENE,4,NE,1,ENE
1125,2,Albury,14,WNW,6,NNW,6,NNW
1126,2,Albury,9,SE,15,WSW,13,W
1128,2,Albury,5,NNE,9,SE,5,NNE
1129,2,Albury,11,SSW,10,SSE,15,WSW
1130,2,Albury,14,WNW,10,SSE,12,SW
1133,2,Albury,13,W,10,SSE,9,SE
1134,2,Albury,6,NNW,4,NE,3,N
1135,2,Albury,1,ENE,8,S,2,ESE
1136,2,Albury,13,W,2,ESE,14,WNW
1138,2,Albury,13,W,0,E,1,ENE
1140,2,Albury,4,NE,10,SSE,9,SE
1141,2,Albury,1,ENE,9,SE,3,N
1143,2,Albury,6,NNW,11,SSW,9,SE
1144,2,Albury,2,ESE,1,ENE,8,S
1145,2,Albury,4,NE,2,ESE,10,SSE
1146,2,Albury,9,SE,10,SSE,15,WSW
1147,2,Albury,8,S,9,SE,6,NNW
1148,2,Albury,4,NE,10,SSE,13,W
1149,2,Albury,14,WNW,16,,12,SW
1152,2,Albury,4,NE,9,SE,8,S
1153,2,Albury,5,NNE,5,NNE,4,NE
1154,2,Albury,5,NNE,5,NNE,11,SSW
1156,2,Albury,9,SE,3,N,9,SE
1158,2,Albury,5,NNE,9,SE,2,ESE
1163,2,Albury,8,S,12,SW,12,SW
1168,2,Albury,7,NW,2,ESE,5,NNE
1169,2,Albury,6,NNW,16,,9,SE
1171,2,Albury,12,SW,6,NNW,14,WNW
1172,2,Albury,14,WNW,11,SSW,13,W
1173,2,Albury,10,SSE,8,S,2,ESE
1175,2,Albury,4,NE,2,ESE,5,NNE
1176,2,Albury,14,WNW,1,ENE,14,WNW
1181,2,Albury,6,NNW,8,S,7,NW
1183,2,Albury,3,N,0,E,2,ESE
1184,2,Albury,2,ESE,10,SSE,2,ESE
1185,2,Albury,0,E,0,E,5,NNE
1190,2,Albury,9,SE,2,ESE,10,SSE
1191,2,Albury,2,ESE,0,E,11,SSW
1193,2,Albury,13,W,12,SW,14,WNW
1196,2,Albury,15,WSW,10,SSE,14,WNW
1197,2,Albury,11,SSW,15,WSW,1,ENE
1202,2,Albury,12,SW,1,ENE,11,SSW
1204,2,Albury,2,ESE,10,SSE,10,SSE
1206,2,Albury,12,SW,10,SSE,0,E
1207,2,Albury,5,NNE,9,SE,9,SE
1208,2,Albury,4,NE,5,NNE,5,NNE
1209,2,Albury,15,WSW,16,,6,NNW
1212,2,Albury,7,NW,15,WSW,7,NW
1215,2,Albury,10,SSE,1,ENE,10,SSE
1218,2,Albury,13,W,4,NE,14,WNW
1222,2,Albury,15,WSW,1,ENE,1,ENE
1223,2,Albury,2,ESE,15,WSW,0,E
1225,2,Albury,15,WSW,8,S,9,SE
1228,2,Albury,13,W,0,E,12,SW
1230,2,Albury,1,ENE,4,NE,6,NNW
1231,2,Albury,15,WSW,3,N,7,NW
1234,2,Albury,4,NE,0,E,0,E
1235,2,Albury,4,NE,16,,9,SE
1237,2,Albury,13,W,16,,16,
1239,2,Albury,5,NNE,0,E,5,NNE
1244,2,Albury,9,SE,8,S,15,WSW
1246,2,Albury,11,SSW,8,S,16,
1247,2,Albury,0,E,7,NW,9,SE
1248,2,Albury,2,ESE,10,SSE,0,E
1249,2,Albury,4,NE,16,,16,
1255,2,Albury,15,WSW,8,S,6,NNW
1256,2,Albury,4,NE,8,S,9,SE
1260,2,Albury,9,SE,1,ENE,2,ESE
1262,2,Albury,4,NE,1,ENE,13,W
1263,2,Albury,9,SE,6,NNW,0,E
1264,2,Albury,13,W,7,NW,6,NNW
1268,2,Albury,3,N,4,NE,5,NNE
1269,2,Albury,6,NNW,6,NNW,14,WNW
1276,2,Albury,14,WNW,16,,3,N
1278,2,Albury,7,NW,3,N,14,WNW
1281,2,Albury,14,WNW,12,SW,8,S
1288,2,Albury,6,NNW,3,N,5,NNE
1291,2,Albury,14,WNW,3,N,7,NW
1293,2,Albury,3,N,5,NNE,3,N
1294,2,Albury,6,NNW,16,,6,NNW
1295,2,Albury,15,WSW,12,SW,7,NW
1298,2,Albury,12,SW,0,E,11,SSW
1303,2,Albury,3,N,3,N,6,NNW
1313,2,Albury,14,WNW,4,NE,14,WNW
1316,2,Albury,13,W,16,,5,NNE
1321,2,Albury,6,NNW,8,S,9,SE
1323,2,Albury,14,WNW,2,ESE,13,W
1328,2,Albury,9,SE,3,N,8,S
1329,2,Albury,3,N,9,SE,4,NE
1335,2,Albury,9,SE,0,E,8,S
1337,2,Albury,14,WNW,9,SE,3,N
1340,2,Albury,11,SSW,12,SW,15,WSW
1344,2,Albury,3,N,3,N,4,NE
1345,2,Albury,6,NNW,6,NNW,3,N
1354,2,Albury,9,SE,2,ESE,0,E
1355,2,Albury,15,WSW,0,E,14,WNW
1356,2,Albury,4,NE,0,E,7,NW
1357,2,Albury,6,NNW,12,SW,9,SE
1358,2,Albury,4,NE,3,N,4,NE
1359,2,Albury,13,W,9,SE,0,E
1361,2,Albury,7,NW,9,SE,10,SSE
1362,2,Albury,14,WNW,2,ESE,14,WNW
1365,2,Albury,9,SE,9,SE,5,NNE
1367,2,Albury,3,N,3,N,13,W
1371,2,Albury,11,SSW,0,E,15,WSW
1372,2,Albury,11,SSW,0,E,14,WNW
1373,2,Albury,16,,1,ENE,14,WNW
1375,2,Albury,16,,11,SSW,15,WSW
1376,2,Albury,15,WSW,12,SW,13,W
1382,2,Albury,14,WNW,0,E,13,W
1383,2,Albury,12,SW,9,SE,7,NW
1387,2,Albury,14,WNW,0,E,3,N
1388,2,Albury,0,E,2,ESE,1,ENE
1389,2,Albury,7,NW,16,,13,W
1391,2,Albury,15,WSW,8,S,2,ESE
1393,2,Albury,2,ESE,9,SE,10,SSE
1396,2,Albury,15,WSW,13,W,6,NNW
1397,2,Albury,11,SSW,2,ESE,7,NW
1399,2,Albury,11,SSW,2,ESE,12,SW
1400,2,Albury,8,S,2,ESE,10,SSE
1402,2,Albury,15,WSW,10,SSE,2,ESE
1404,2,Albury,4,NE,9,SE,7,NW
1406,2,Albury,5,NNE,8,S,3,N
1411,2,Albury,2,ESE,2,ESE,4,NE
1414,2,Albury,6,NNW,0,E,9,SE
1415,2,Albury,14,WNW,0,E,14,WNW
1417,2,Albury,3,N,10,SSE,10,SSE
1418,2,Albury,15,WSW,13,W,12,SW
1419,2,Albury,10,SSE,12,SW,9,SE
1421,2,Albury,13,W,4,NE,7,NW
1427,2,Albury,12,SW,10,SSE,2,ESE
1429,2,Albury,5,NNE,0,E,0,E
1430,2,Albury,7,NW,1,ENE,15,WSW
1432,2,Albury,10,SSE,11,SSW,2,ESE
1433,2,Albury,0,E,8,S,11,SSW
1435,2,Albury,7,NW,8,S,2,ESE
1437,2,Albury,6,NNW,0,E,1,ENE
1439,2,Albury,15,WSW,15,WSW,7,NW
1445,2,Albury,14,WNW,4,NE,15,WSW
1446,2,Albury,7,NW,8,S,11,SSW
1450,2,Albury,1,ENE,8,S,8,S
1454,2,Albury,6,NNW,2,ESE,4,NE
1456,2,Albury,1,ENE,8,S,14,WNW
1458,2,Albury,1,ENE,10,SSE,14,WNW
1460,2,Albury,3,N,1,ENE,8,S
1461,2,Albury,14,WNW,4,NE,3,N
1465,2,Albury,1,ENE,1,ENE,2,ESE
1467,2,Albury,0,E,2,ESE,2,ESE
1468,2,Albury,10,SSE,0,E,2,ESE
1469,2,Albury,2,ESE,0,E,1,ENE
1470,2,Albury,8,S,10,SSE,1,ENE
1471,2,Albury,9,SE,8,S,14,WNW
1472,2,Albury,3,N,2,ESE,10,SSE
1473,2,Albury,4,NE,10,SSE,6,NNW
1474,2,Albury,13,W,5,NNE,7,NW
1475,2,Albury,6,NNW,15,WSW,13,W
1478,2,Albury,13,W,11,SSW,15,WSW
1481,2,Albury,15,WSW,10,SSE,1,ENE
1482,2,Albury,3,N,5,NNE,4,NE
1484,2,Albury,13,W,11,SSW,14,WNW
1487,2,Albury,3,N,16,,6,NNW
1491,2,Albury,15,WSW,8,S,15,WSW
1499,2,Albury,8,S,8,S,13,W
1500,2,Albury,2,ESE,0,E,8,S
1501,2,Albury,12,SW,11,SSW,8,S
1502,2,Albury,14,WNW,0,E,11,SSW
1508,2,Albury,10,SSE,0,E,12,SW
1509,2,Albury,12,SW,4,NE,9,SE
1510,2,Albury,15,WSW,10,SSE,13,W
1511,2,Albury,9,SE,11,SSW,9,SE
1515,2,Albury,15,WSW,6,NNW,15,WSW
1519,2,Albury,3,N,5,NNE,6,NNW
1522,2,Albury,15,WSW,10,SSE,12,SW
1525,2,Albury,4,NE,1,ENE,6,NNW
1530,2,Albury,16,,16,,2,ESE
1531,2,Albury,16,,9,SE,9,SE
1534,2,Albury,5,NNE,16,,5,NNE
1537,2,Albury,14,WNW,4,NE,7,NW
1538,2,Albury,12,SW,7,NW,13,W
1544,2,Albury,6,NNW,6,NNW,16,
1548,2,Albury,5,NNE,16,,8,S
1549,2,Albury,9,SE,5,NNE,9,SE
1551,2,Albury,3,N,16,,10,SSE
1554,2,Albury,3,N,6,NNW,3,N
1556,2,Albury,12,SW,16,,7,NW
1557,2,Albury,8,S,1,ENE,9,SE
1561,2,Albury,9,SE,0,E,4,NE
1562,2,Albury,14,WNW,16,,2,ESE
1563,2,Albury,6,NNW,16,,2,ESE
1564,2,Albury,0,E,11,SSW,0,E
1565,2,Albury,9,SE,9,SE,2,ESE
1570,2,Albury,8,S,16,,12,SW
1571,2,Albury,11,SSW,14,WNW,15,WSW
1573,2,Albury,15,WSW,9,SE,12,SW
1576,2,Albury,9,SE,6,NNW,10,SSE
1577,2,Albury,10,SSE,16,,11,SSW
1581,2,Albury,3,N,16,,9,SE
1582,2,Albury,14,WNW,16,,10,SSE
1589,2,Albury,6,NNW,6,NNW,7,NW
1590,2,Albury,14,WNW,3,N,0,E
1592,2,Albury,9,SE,16,,11,SSW
1593,2,Albury,2,ESE,16,,8,S
1595,2,Albury,9,SE,6,NNW,2,ESE
1597,2,Albury,3,N,2,ESE,1,ENE
1598,2,Albury,5,NNE,3,N,3,N
1599,2,Albury,0,E,1,ENE,9,SE
1600,2,Albury,4,NE,1,ENE,1,ENE
1602,2,Albury,5,NNE,6,NNW,6,NNW
1603,2,Albury,6,NNW,3,N,14,WNW
1609,2,Albury,9,SE,8,S,2,ESE
1612,2,Albury,5,NNE,4,NE,5,NNE
1614,2,Albury,2,ESE,16,,11,SSW
1615,2,Albury,2,ESE,0,E,0,E
1617,2,Albury,6,NNW,14,WNW,5,NNE
1621,2,Albury,4,NE,3,N,3,N
1622,2,Albury,1,ENE,15,WSW,0,E
1623,2,Albury,6,NNW,1,ENE,3,N
1625,2,Albury,4,NE,8,S,5,NNE
1630,2,Albury,3,N,2,ESE,4,NE
1631,2,Albury,3,N,15,WSW,7,NW
1632,2,Albury,6,NNW,4,NE,6,NNW
1633,2,Albury,12,SW,13,W,14,WNW
1638,2,Albury,13,W,1,ENE,16,
1641,2,Albury,1,ENE,5,NNE,2,ESE
1642,2,Albury,1,ENE,1,ENE,9,SE
1643,2,Albury,14,WNW,0,E,4,NE
1644,2,Albury,7,NW,7,NW,14,WNW
1648,2,Albury,2,ESE,3,N,8,S
1649,2,Albury,15,WSW,2,ESE,5,NNE
1651,2,Albury,13,W,2,ESE,12,SW
1658,2,Albury,8,S,8,S,10,SSE
1666,2,Albury,15,WSW,3,N,13,W
1669,2,Albury,14,WNW,11,SSW,14,WNW
1672,2,Albury,1,ENE,0,E,5,NNE
1674,2,Albury,6,NNW,10,SSE,3,N
1677,2,Albury,14,WNW,5,NNE,6,NNW
1679,2,Albury,12,SW,10,SSE,14,WNW
1680,2,Albury,6,NNW,9,SE,5,NNE
1681,2,Albury,13,W,16,,6,NNW
1685,2,Albury,1,ENE,1,ENE,8,S
1687,2,Albury,3,N,0,E,3,N
1690,2,Albury,5,NNE,2,ESE,8,S
1691,2,Albury,3,N,2,ESE,6,NNW
1693,2,Albury,0,E,9,SE,6,NNW
1697,2,Albury,7,NW,16,,1,ENE
1702,2,Albury,6,NNW,10,SSE,15,WSW
1703,2,Albury,1,ENE,2,ESE,10,SSE
1708,2,Albury,13,W,2,ESE,10,SSE
1711,2,Albury,9,SE,8,S,12,SW
1712,2,Albury,6,NNW,10,SSE,7,NW
1715,2,Albury,15,WSW,15,WSW,14,WNW
1719,2,Albury,6,NNW,14,WNW,14,WNW
1721,2,Albury,15,WSW,11,SSW,12,SW
1723,2,Albury,2,ESE,2,ESE,10,SSE
1724,2,Albury,7,NW,2,ESE,15,WSW
1728,2,Albury,13,W,15,WSW,14,WNW
1730,2,Albury,9,SE,15,WSW,12,SW
1735,2,Albury,14,WNW,10,SSE,11,SSW
1736,2,Albury,14,WNW,10,SSE,0,E
1737,2,Albury,0,E,1,ENE,14,WNW
1742,2,Albury,14,WNW,15,WSW,15,WSW
1743,2,Albury,1,ENE,9,SE,14,WNW
1744,2,Albury,3,N,9,SE,7,NW
1750,2,Albury,7,NW,15,WSW,15,WSW
1751,2,Albury,12,SW,10,SSE,7,NW
1752,2,Albury,11,SSW,9,SE,5,NNE
1758,2,Albury,12,SW,1,ENE,15,WSW
1762,2,Albury,12,SW,2,ESE,5,NNE
1764,2,Albury,13,W,9,SE,7,NW
1765,2,Albury,14,WNW,9,SE,8,S
1768,2,Albury,14,WNW,10,SSE,1,ENE
1773,2,Albury,15,WSW,15,WSW,12,SW
1777,2,Albury,5,NNE,16,,2,ESE
1779,2,Albury,10,SSE,10,SSE,13,W
1780,2,Albury,2,ESE,4,NE,5,NNE
1782,2,Albury,10,SSE,10,SSE,11,SSW
1783,2,Albury,3,N,0,E,11,SSW
1784,2,Albury,4,NE,10,SSE,4,NE
1786,2,Albury,7,NW,8,S,13,W
1788,2,Albury,12,SW,4,NE,15,WSW
1790,2,Albury,5,NNE,4,NE,8,S
1791,2,Albury,4,NE,7,NW,7,NW
1792,2,Albury,2,ESE,8,S,9,SE
1794,2,Albury,5,NNE,1,ENE,14,WNW
1800,2,Albury,5,NNE,10,SSE,8,S
1801,2,Albury,13,W,4,NE,3,N
1804,2,Albury,4,NE,5,NNE,8,S
1805,2,Albury,11,SSW,9,SE,4,NE
1811,2,Albury,8,S,7,NW,10,SSE
1821,2,Albury,8,S,2,ESE,12,SW
1823,2,Albury,14,WNW,10,SSE,3,N
1825,2,Albury,12,SW,10,SSE,10,SSE
1826,2,Albury,5,NNE,10,SSE,5,NNE
1827,2,Albury,4,NE,16,,14,WNW
1828,2,Albury,4,NE,8,S,8,S
1831,2,Albury,3,N,4,NE,1,ENE
1832,2,Albury,14,WNW,1,ENE,6,NNW
1833,2,Albury,11,SSW,16,,14,WNW
1834,2,Albury,4,NE,16,,6,NNW
1836,2,Albury,0,E,2,ESE,10,SSE
1845,2,Albury,11,SSW,16,,9,SE
1847,2,Albury,6,NNW,1,ENE,6,NNW
1852,2,Albury,9,SE,13,W,10,SSE
1853,2,Albury,9,SE,1,ENE,3,N
1857,2,Albury,10,SSE,12,SW,10,SSE
1859,2,Albury,0,E,14,WNW,2,ESE
1863,2,Albury,2,ESE,9,SE,8,S
1867,2,Albury,0,E,2,ESE,0,E
1868,2,Albury,11,SSW,8,S,13,W
1869,2,Albury,11,SSW,8,S,10,SSE
1870,2,Albury,10,SSE,10,SSE,15,WSW
1876,2,Albury,11,SSW,10,SSE,13,W
1878,2,Albury,12,SW,0,E,10,SSE
1882,2,Albury,6,NNW,8,S,5,NNE
1885,2,Albury,10,SSE,9,SE,4,NE
1893,2,Albury,6,NNW,13,W,13,W
1894,2,Albury,9,SE,8,S,10,SSE
1906,2,Albury,13,W,16,,10,SSE
1908,2,Albury,4,NE,16,,12,SW
1909,2,Albury,9,SE,13,W,9,SE
1911,2,Albury,7,NW,12,SW,7,NW
1913,2,Albury,1,ENE,4,NE,9,SE
1914,2,Albury,5,NNE,3,N,4,NE
1916,2,Albury,10,SSE,8,S,11,SSW
1918,2,Albury,4,NE,4,NE,2,ESE
1920,2,Albury,7,NW,1,ENE,14,WNW
1922,2,Albury,16,,4,NE,14,WNW
1926,2,Albury,10,SSE,3,N,10,SSE
1927,2,Albury,8,S,8,S,8,S
1932,2,Albury,15,WSW,11,SSW,11,SSW
1935,2,Albury,13,W,7,NW,16,
1939,2,Albury,3,N,13,W,3,N
1940,2,Albury,1,ENE,10,SSE,9,SE
1945,2,Albury,5,NNE,5,NNE,5,NNE
1960,2,Albury,15,WSW,7,NW,13,W
1962,2,Albury,6,NNW,6,NNW,2,ESE
1966,2,Albury,13,W,14,WNW,15,WSW
1968,2,Albury,9,SE,16,,7,NW
1969,2,Albury,8,S,5,NNE,0,E
1973,2,Albury,11,SSW,16,,6,NNW
1975,2,Albury,5,NNE,6,NNW,4,NE
1983,2,Albury,6,NNW,16,,11,SSW
1985,2,Albury,2,ESE,8,S,8,S
1987,2,Albury,10,SSE,1,ENE,0,E
1988,2,Albury,6,NNW,1,ENE,10,SSE
1995,2,Albury,0,E,4,NE,10,SSE
1996,2,Albury,11,SSW,9,SE,11,SSW
1998,2,Albury,12,SW,16,,11,SSW
2003,2,Albury,6,NNW,12,SW,7,NW
2008,2,Albury,15,WSW,1,ENE,15,WSW
2012,2,Albury,11,SSW,13,W,12,SW
2014,2,Albury,15,WSW,9,SE,11,SSW
2019,2,Albury,14,WNW,5,NNE,4,NE
2025,2,Albury,2,ESE,9,SE,4,NE
2026,2,Albury,13,W,6,NNW,3,N
2031,2,Albury,16,,2,ESE,10,SSE
2033,2,Albury,16,,16,,9,SE
2036,2,Albury,7,NW,0,E,4,NE
2043,2,Albury,16,,9,SE,2,ESE
2045,2,Albury,14,WNW,4,NE,10,SSE
2049,2,Albury,14,WNW,2,ESE,6,NNW
2052,2,Albury,5,NNE,10,SSE,6,NNW
2054,2,Albury,2,ESE,15,WSW,8,S
2055,2,Albury,9,SE,13,W,3,N
2063,2,Albury,4,NE,8,S,2,ESE
2065,2,Albury,0,E,0,E,0,E
2070,2,Albury,13,W,0,E,15,WSW
2071,2,Albury,7,NW,9,SE,6,NNW
2075,2,Albury,13,W,8,S,1,ENE
2078,2,Albury,8,S,9,SE,2,ESE
2079,2,Albury,1,ENE,2,ESE,6,NNW
2082,2,Albury,7,NW,9,SE,12,SW
2083,2,Albury,7,NW,2,ESE,10,SSE
2085,2,Albury,12,SW,8,S,12,SW
2091,2,Albury,15,WSW,10,SSE,6,NNW
2095,2,Albury,15,WSW,6,NNW,4,NE
2098,2,Albury,10,SSE,10,SSE,5,NNE
2101,2,Albury,4,NE,4,NE,0,E
2104,2,Albury,15,WSW,7,NW,1,ENE
2106,2,Albury,9,SE,4,NE,11,SSW
2107,2,Albury,4,NE,8,S,1,ENE
2114,2,Albury,10,SSE,4,NE,13,W
2121,2,Albury,8,S,9,SE,13,W
2122,2,Albury,4,NE,2,ESE,15,WSW
2123,2,Albury,6,NNW,2,ESE,9,SE
2124,2,Albury,1,ENE,4,NE,7,NW
2130,2,Albury,7,NW,5,NNE,7,NW
2134,2,Albury,4,NE,2,ESE,2,ESE
2136,2,Albury,5,NNE,2,ESE,13,W
2137,2,Albury,0,E,10,SSE,9,SE
2138,2,Albury,4,NE,2,ESE,12,SW
2140,2,Albury,3,N,1,ENE,12,SW
2147,2,Albury,14,WNW,15,WSW,7,NW
2152,2,Albury,7,NW,0,E,5,NNE
2157,2,Albury,7,NW,14,WNW,13,W
2158,2,Albury,10,SSE,10,SSE,1,ENE
2162,2,Albury,2,ESE,11,SSW,10,SSE
2170,2,Albury,14,WNW,4,NE,11,SSW
2173,2,Albury,1,ENE,2,ESE,0,E
2175,2,Albury,0,E,10,SSE,10,SSE
2177,2,Albury,5,NNE,1,ENE,0,E
2178,2,Albury,12,SW,9,SE,8,S
2180,2,Albury,5,NNE,9,SE,7,NW
2183,2,Albury,8,S,2,ESE,11,SSW
2184,2,Albury,5,NNE,10,SSE,9,SE
2187,2,Albury,7,NW,10,SSE,8,S
2188,2,Albury,9,SE,10,SSE,5,NNE
2189,2,Albury,14,WNW,10,SSE,2,ESE
2201,2,Albury,6,NNW,2,ESE,15,WSW
2205,2,Albury,14,WNW,2,ESE,11,SSW
2208,2,Albury,1,ENE,1,ENE,3,N
2210,2,Albury,3,N,11,SSW,3,N
2214,2,Albury,15,WSW,10,SSE,7,NW
2218,2,Albury,12,SW,14,WNW,15,WSW
2219,2,Albury,10,SSE,8,S,6,NNW
2228,2,Albury,8,S,0,E,9,SE
2230,2,Albury,10,SSE,13,W,0,E
2232,2,Albury,8,S,10,SSE,12,SW
2235,2,Albury,11,SSW,9,SE,13,W
2241,2,Albury,10,SSE,13,W,2,ESE
2244,2,Albury,10,SSE,13,W,10,SSE
2249,2,Albury,15,WSW,2,ESE,6,NNW
2250,2,Albury,10,SSE,16,,4,NE
2260,2,Albury,13,W,6,NNW,7,NW
2269,2,Albury,0,E,2,ESE,9,SE
2270,2,Albury,4,NE,16,,2,ESE
2271,2,Albury,13,W,4,NE,11,SSW
2275,2,Albury,6,NNW,15,WSW,7,NW
2285,2,Albury,11,SSW,0,E,5,NNE
2287,2,Albury,5,NNE,1,ENE,2,ESE
2289,2,Albury,6,NNW,11,SSW,3,N
2296,2,Albury,3,N,16,,2,ESE
2306,2,Albury,3,N,16,,1,ENE
2307,2,Albury,2,ESE,4,NE,10,SSE
2308,2,Albury,10,SSE,15,WSW,5,NNE
2309,2,Albury,1,ENE,3,N,0,E
2310,2,Albury,13,W,16,,9,SE
2315,2,Albury,15,WSW,3,N,12,SW
2318,2,Albury,10,SSE,16,,7,NW
2321,2,Albury,0,E,9,SE,0,E
